carriage_id,comfort_indicator,value,timestamp
1,crowd,28.0,2022-10-21 09:03:45
1,crowd,27.0,2022-10-21 09:04:59
1,crowd,27.0,2022-10-21 09:07:49
1,crowd,26.0,2022-10-21 09:11:57
1,crowd,27.0,2022-10-21 09:16:04
1,crowd,26.0,2022-10-21 09:20:11
1,crowd,26.0,2022-10-21 09:26:33
1,crowd,26.0,2022-10-21 09:27:14
1,crowd,29.0,2022-10-21 09:31:03
1,crowd,26.0,2022-10-21 09:42:38
1,crowd,25.0,2022-10-21 09:55:28
1,crowd,26.0,2022-10-21 09:57:55
1,crowd,22.0,2022-10-21 10:01:14
1,crowd,23.0,2022-10-21 10:09:27
1,crowd,25.0,2022-10-21 10:09:33
1,crowd,24.0,2022-10-21 10:11:58
1,crowd,22.0,2022-10-21 10:12:41
1,crowd,22.0,2022-10-21 10:18:02
1,crowd,22.0,2022-10-21 10:18:39
1,crowd,21.0,2022-10-21 10:26:19
1,crowd,24.0,2022-10-21 10:32:56
1,crowd,24.0,2022-10-21 10:39:48
1,crowd,25.0,2022-10-21 10:50:08
1,crowd,24.0,2022-10-21 10:52:30
1,crowd,23.0,2022-10-21 10:57:13
1,crowd,20.0,2022-10-21 10:58:02
1,crowd,23.0,2022-10-21 11:05:24
1,crowd,26.0,2022-10-21 11:08:27
1,crowd,24.0,2022-10-21 11:12:15
1,crowd,21.0,2022-10-21 11:18:20
1,crowd,21.0,2022-10-21 11:29:24
1,crowd,21.0,2022-10-21 11:38:52
1,crowd,25.0,2022-10-21 11:48:03
1,crowd,22.0,2022-10-21 11:50:44
1,crowd,22.0,2022-10-21 11:54:26
1,crowd,25.0,2022-10-21 11:55:48
1,crowd,21.0,2022-10-21 12:07:07
1,crowd,24.0,2022-10-21 12:12:23
1,crowd,22.0,2022-10-21 12:13:02
1,crowd,20.0,2022-10-21 12:13:03
1,crowd,20.0,2022-10-21 12:28:09
1,crowd,18.0,2022-10-21 12:29:54
1,crowd,20.0,2022-10-21 12:30:16
1,crowd,18.0,2022-10-21 12:31:24
1,crowd,21.0,2022-10-21 12:41:05
1,crowd,20.0,2022-10-21 13:08:16
1,crowd,20.0,2022-10-21 13:09:02
1,crowd,18.0,2022-10-21 13:10:16
1,crowd,21.0,2022-10-21 13:15:40
1,crowd,20.0,2022-10-21 13:25:55
1,crowd,18.0,2022-10-21 13:28:10
1,crowd,16.0,2022-10-21 13:32:11
1,crowd,20.0,2022-10-21 13:32:38
1,crowd,18.0,2022-10-21 13:38:22
1,crowd,16.0,2022-10-21 13:40:56
1,crowd,19.0,2022-10-21 13:43:45
1,crowd,18.0,2022-10-21 13:49:34
1,crowd,17.0,2022-10-21 13:51:57
1,crowd,16.0,2022-10-21 13:53:46
1,crowd,19.0,2022-10-21 13:55:40
1,crowd,18.0,2022-10-21 13:57:42
1,crowd,14.0,2022-10-21 14:00:54
1,crowd,15.0,2022-10-21 14:08:29
1,crowd,15.0,2022-10-21 14:09:28
1,crowd,15.0,2022-10-21 14:11:04
1,crowd,14.0,2022-10-21 14:19:55
1,crowd,16.0,2022-10-21 14:41:07
1,crowd,16.0,2022-10-21 14:51:56
1,crowd,16.0,2022-10-21 14:58:05
1,crowd,13.0,2022-10-21 15:00:02
1,crowd,12.0,2022-10-21 15:05:58
1,crowd,15.0,2022-10-21 15:23:51
1,crowd,14.0,2022-10-21 15:26:35
1,crowd,14.0,2022-10-21 15:39:09
1,crowd,15.0,2022-10-21 15:39:25
1,crowd,14.0,2022-10-21 15:54:51
1,crowd,13.0,2022-10-21 15:56:26
1,crowd,14.0,2022-10-21 16:05:35
1,crowd,15.0,2022-10-21 16:09:05
1,crowd,14.0,2022-10-21 16:21:23
1,crowd,14.0,2022-10-21 16:24:30
1,crowd,12.0,2022-10-21 16:30:38
1,crowd,12.0,2022-10-21 16:31:25
1,crowd,12.0,2022-10-21 16:34:31
1,crowd,16.0,2022-10-21 16:37:51
1,crowd,14.0,2022-10-21 16:57:12
1,crowd,18.0,2022-10-21 16:57:36
1,crowd,14.0,2022-10-21 16:58:11
1,crowd,14.0,2022-10-21 17:05:25
1,crowd,15.0,2022-10-21 17:06:38
1,crowd,19.0,2022-10-21 17:09:15
1,crowd,20.0,2022-10-21 17:14:03
1,crowd,20.0,2022-10-21 17:20:34
1,crowd,19.0,2022-10-21 17:30:19
1,crowd,21.0,2022-10-21 17:32:14
1,crowd,23.0,2022-10-21 17:43:53
1,crowd,25.0,2022-10-21 17:44:51
1,crowd,26.0,2022-10-21 17:47:17
1,crowd,24.0,2022-10-21 17:48:35
1,crowd,26.0,2022-10-21 17:48:50
1,crowd,26.0,2022-10-21 17:50:39
1,crowd,25.0,2022-10-21 17:51:55
1,crowd,27.0,2022-10-21 17:55:27
1,crowd,28.0,2022-10-21 17:57:14
1,crowd,30.0,2022-10-21 18:00:59
1,crowd,30.0,2022-10-21 18:03:12
1,crowd,30.0,2022-10-21 18:07:06
1,crowd,30.0,2022-10-21 18:11:09
1,crowd,30.0,2022-10-21 18:13:30
1,crowd,31.0,2022-10-21 18:13:51
1,crowd,32.0,2022-10-21 18:19:32
1,crowd,33.0,2022-10-21 18:25:34
1,crowd,34.0,2022-10-21 18:33:48
1,crowd,35.0,2022-10-21 18:40:50
1,crowd,32.0,2022-10-21 18:41:11
1,crowd,35.0,2022-10-21 18:45:05
1,crowd,32.0,2022-10-21 18:51:09
1,crowd,32.0,2022-10-21 18:53:07
1,crowd,33.0,2022-10-21 18:54:01
1,crowd,35.0,2022-10-21 18:56:14
1,crowd,33.0,2022-10-21 18:57:02
1,crowd,33.0,2022-10-21 19:05:26
1,crowd,33.0,2022-10-21 19:08:43
1,crowd,32.0,2022-10-21 19:09:37
1,crowd,34.0,2022-10-21 19:11:45
1,crowd,32.0,2022-10-21 19:13:38
1,crowd,33.0,2022-10-21 19:18:15
1,crowd,30.0,2022-10-21 19:27:16
1,crowd,29.0,2022-10-21 19:38:00
1,crowd,29.0,2022-10-21 19:49:51
1,crowd,30.0,2022-10-21 19:51:51
1,crowd,27.0,2022-10-21 19:56:15
1,crowd,27.0,2022-10-21 19:57:32
1,crowd,29.0,2022-10-21 19:58:28
1,crowd,29.0,2022-10-21 19:59:43
1,crowd,28.0,2022-10-21 20:00:20
1,crowd,26.0,2022-10-21 20:03:19
1,crowd,26.0,2022-10-21 20:05:31
1,crowd,26.0,2022-10-21 20:10:41
1,crowd,26.0,2022-10-21 20:10:52
1,crowd,27.0,2022-10-21 20:13:41
1,crowd,25.0,2022-10-21 20:17:05
1,crowd,26.0,2022-10-21 20:21:49
1,crowd,24.0,2022-10-21 20:22:37
1,crowd,28.0,2022-10-21 20:35:29
1,crowd,24.0,2022-10-21 20:50:57
1,crowd,23.0,2022-10-21 20:56:05
1,crowd,21.0,2022-10-21 20:56:22
1,crowd,26.0,2022-10-21 20:58:56
1,crowd,21.0,2022-10-21 21:01:36
1,crowd,22.0,2022-10-21 21:06:41
1,crowd,21.0,2022-10-21 21:19:08
1,crowd,22.0,2022-10-21 21:19:32
1,crowd,20.0,2022-10-21 21:25:40
1,crowd,21.0,2022-10-21 21:26:36
1,crowd,22.0,2022-10-21 21:29:46
1,crowd,20.0,2022-10-21 21:32:29
1,crowd,20.0,2022-10-21 21:37:25
1,crowd,19.0,2022-10-21 21:46:06
1,crowd,17.0,2022-10-21 21:46:15
1,crowd,17.0,2022-10-21 21:49:16
1,crowd,18.0,2022-10-21 21:51:44
1,crowd,20.0,2022-10-21 21:53:01
1,crowd,17.0,2022-10-21 21:53:58
1,crowd,17.0,2022-10-21 21:55:32
1,crowd,18.0,2022-10-21 22:05:08
1,crowd,18.0,2022-10-21 22:05:36
1,crowd,15.0,2022-10-21 22:08:12
1,crowd,19.0,2022-10-21 22:09:13
1,crowd,14.0,2022-10-21 22:11:54
1,crowd,14.0,2022-10-21 22:14:07
1,crowd,14.0,2022-10-21 22:14:18
1,crowd,13.0,2022-10-21 22:19:26
1,crowd,16.0,2022-10-21 22:23:25
1,crowd,15.0,2022-10-21 22:26:11
1,crowd,14.0,2022-10-21 22:31:31
1,crowd,14.0,2022-10-21 22:38:22
1,crowd,14.0,2022-10-21 22:39:44
1,crowd,11.0,2022-10-21 22:48:07
1,crowd,13.0,2022-10-21 22:51:24
1,crowd,10.0,2022-10-21 22:57:01
1,crowd,10.0,2022-10-21 22:58:08
1,crowd,10.0,2022-10-21 22:58:36
1,crowd,11.0,2022-10-21 23:00:31
1,crowd,10.0,2022-10-21 23:00:52
1,crowd,11.0,2022-10-21 23:03:17
1,crowd,9.0,2022-10-21 23:03:52
1,crowd,11.0,2022-10-21 23:09:17
1,crowd,8.0,2022-10-21 23:11:12
1,crowd,9.0,2022-10-21 23:12:42
1,crowd,8.0,2022-10-21 23:13:11
1,crowd,5.0,2022-10-21 23:33:44
1,crowd,6.0,2022-10-21 23:34:26
1,crowd,5.0,2022-10-21 23:39:17
1,crowd,4.0,2022-10-21 23:48:19
1,crowd,3.0,2022-10-21 23:48:57
1,crowd,3.0,2022-10-21 23:57:20
1,crowd,6.0,2022-10-22 00:01:12
1,crowd,5.0,2022-10-22 00:13:15
1,crowd,4.0,2022-10-22 00:14:53
1,crowd,0.0,2022-10-22 00:20:40
1,crowd,0.0,2022-10-22 00:32:18
1,crowd,0.0,2022-10-22 00:35:38
1,crowd,0.0,2022-10-22 00:38:48
1,crowd,0.0,2022-10-22 00:51:05
1,crowd,0.0,2022-10-22 00:55:14
1,crowd,0.0,2022-10-22 01:02:44
1,crowd,0.0,2022-10-22 01:04:16
1,crowd,0.0,2022-10-22 01:04:23
1,crowd,0.0,2022-10-22 01:06:05
1,crowd,0.0,2022-10-22 01:06:17
1,crowd,0.0,2022-10-22 01:08:53
1,crowd,0.0,2022-10-22 01:11:07
1,crowd,0.0,2022-10-22 01:11:19
1,crowd,0.0,2022-10-22 01:23:12
1,crowd,0.0,2022-10-22 01:33:12
1,crowd,0.0,2022-10-22 01:34:42
1,crowd,0.0,2022-10-22 01:38:41
1,crowd,0.0,2022-10-22 01:46:23
1,crowd,0.0,2022-10-22 01:46:39
1,crowd,0.0,2022-10-22 02:02:53
1,crowd,0.0,2022-10-22 02:07:37
1,crowd,0.0,2022-10-22 02:12:08
1,crowd,0.0,2022-10-22 02:29:17
1,crowd,0.0,2022-10-22 02:41:41
1,crowd,0.0,2022-10-22 02:41:49
1,crowd,0.0,2022-10-22 02:43:19
1,crowd,0.0,2022-10-22 02:57:02
1,crowd,0.0,2022-10-22 03:04:08
1,crowd,0.0,2022-10-22 03:12:30
1,crowd,0.0,2022-10-22 03:21:17
1,crowd,0.0,2022-10-22 03:28:42
1,crowd,0.0,2022-10-22 03:32:14
1,crowd,0.0,2022-10-22 03:38:49
1,crowd,0.0,2022-10-22 03:45:18
1,crowd,0.0,2022-10-22 03:47:34
1,crowd,0.0,2022-10-22 03:49:43
1,crowd,0.0,2022-10-22 03:49:50
1,crowd,0.0,2022-10-22 03:52:54
1,crowd,0.0,2022-10-22 03:54:33
1,crowd,0.0,2022-10-22 04:03:44
1,crowd,0.0,2022-10-22 04:03:46
1,crowd,0.0,2022-10-22 04:08:34
1,crowd,0.0,2022-10-22 04:30:31
1,crowd,0.0,2022-10-22 04:30:52
1,crowd,0.0,2022-10-22 04:31:45
1,crowd,0.0,2022-10-22 04:34:49
1,crowd,0.0,2022-10-22 04:37:12
1,crowd,0.0,2022-10-22 04:43:46
1,crowd,0.0,2022-10-22 04:44:25
1,crowd,0.0,2022-10-22 04:45:35
1,crowd,0.0,2022-10-22 04:52:35
1,crowd,0.0,2022-10-22 05:01:06
1,crowd,0.0,2022-10-22 05:02:33
1,crowd,0.0,2022-10-22 05:04:18
1,crowd,0.0,2022-10-22 05:15:40
1,crowd,0.0,2022-10-22 05:16:27
1,crowd,0.0,2022-10-22 05:20:22
1,crowd,0.0,2022-10-22 05:25:37
1,crowd,0.0,2022-10-22 05:27:09
1,crowd,0.0,2022-10-22 05:34:15
1,crowd,0.0,2022-10-22 05:37:52
1,crowd,0.0,2022-10-22 05:45:01
1,crowd,0.0,2022-10-22 05:46:23
1,crowd,0.0,2022-10-22 05:57:09
1,crowd,0.0,2022-10-22 05:59:08
1,crowd,0.0,2022-10-22 06:00:40
1,crowd,0.0,2022-10-22 06:10:45
1,crowd,0.0,2022-10-22 06:11:03
1,crowd,0.0,2022-10-22 06:13:39
1,crowd,1.0,2022-10-22 06:20:40
1,crowd,1.0,2022-10-22 06:22:20
1,crowd,1.0,2022-10-22 06:22:39
1,crowd,1.0,2022-10-22 06:27:02
1,crowd,1.0,2022-10-22 06:36:48
1,crowd,2.0,2022-10-22 06:37:39
1,crowd,2.0,2022-10-22 06:53:37
1,crowd,2.0,2022-10-22 07:06:59
1,crowd,3.0,2022-10-22 07:10:43
1,crowd,3.0,2022-10-22 07:11:35
1,crowd,3.0,2022-10-22 07:11:39
1,crowd,3.0,2022-10-22 07:12:49
1,crowd,4.0,2022-10-22 07:16:51
1,crowd,4.0,2022-10-22 07:35:31
1,crowd,5.0,2022-10-22 07:38:21
1,crowd,4.0,2022-10-22 07:40:46
1,crowd,5.0,2022-10-22 07:41:13
1,crowd,7.0,2022-10-22 07:52:56
1,crowd,5.0,2022-10-22 07:59:46
1,crowd,7.0,2022-10-22 08:03:23
1,crowd,6.0,2022-10-22 08:03:56
1,crowd,6.0,2022-10-22 08:10:58
1,crowd,8.0,2022-10-22 08:11:16
1,crowd,8.0,2022-10-22 08:11:29
1,crowd,8.0,2022-10-22 08:19:29
1,crowd,7.0,2022-10-22 08:22:57
1,crowd,9.0,2022-10-22 08:32:39
1,crowd,8.0,2022-10-22 08:32:40
1,crowd,9.0,2022-10-22 08:43:25
1,crowd,9.0,2022-10-22 08:46:49
1,crowd,11.0,2022-10-22 08:46:58
1,crowd,9.0,2022-10-22 08:49:30
1,crowd,11.0,2022-10-22 08:50:11
1,crowd,11.0,2022-10-22 08:58:52
1,crowd,12.0,2022-10-22 09:01:39
1,crowd,13.0,2022-10-22 09:14:48
1,crowd,17.0,2022-10-22 09:29:56
1,crowd,19.0,2022-10-22 09:30:04
1,crowd,19.0,2022-10-22 09:34:30
1,crowd,16.0,2022-10-22 09:34:54
1,crowd,14.0,2022-10-22 09:44:49
1,crowd,17.0,2022-10-22 09:46:24
1,crowd,13.0,2022-10-22 09:46:29
1,crowd,18.0,2022-10-22 10:14:06
1,crowd,20.0,2022-10-22 10:16:19
1,crowd,17.0,2022-10-22 10:16:33
1,crowd,21.0,2022-10-22 10:19:54
1,crowd,15.0,2022-10-22 10:25:29
1,crowd,15.0,2022-10-22 10:28:10
1,crowd,19.0,2022-10-22 10:28:18
1,crowd,24.0,2022-10-22 10:31:22
1,crowd,19.0,2022-10-22 10:40:24
1,crowd,17.0,2022-10-22 10:40:29
1,crowd,21.0,2022-10-22 10:45:28
1,crowd,22.0,2022-10-22 10:52:39
1,crowd,17.0,2022-10-22 10:59:18
1,crowd,20.0,2022-10-22 11:11:57
1,crowd,25.0,2022-10-22 11:17:12
1,crowd,28.0,2022-10-22 11:27:50
1,crowd,28.0,2022-10-22 11:30:59
1,crowd,25.0,2022-10-22 11:31:48
1,crowd,26.0,2022-10-22 11:37:09
1,crowd,24.0,2022-10-22 11:44:29
1,crowd,28.0,2022-10-22 11:48:24
1,crowd,19.0,2022-10-22 11:50:26
1,crowd,25.0,2022-10-22 11:55:30
1,crowd,20.0,2022-10-22 11:57:46
1,crowd,26.0,2022-10-22 11:57:55
1,crowd,18.0,2022-10-22 12:01:37
1,crowd,30.0,2022-10-22 12:02:51
1,crowd,19.0,2022-10-22 12:04:47
1,crowd,24.0,2022-10-22 12:07:44
1,crowd,29.0,2022-10-22 12:08:39
1,crowd,26.0,2022-10-22 12:08:59
1,crowd,30.0,2022-10-22 12:16:36
1,crowd,24.0,2022-10-22 12:17:21
1,crowd,28.0,2022-10-22 12:24:37
1,crowd,21.0,2022-10-22 12:28:16
1,crowd,27.0,2022-10-22 12:35:11
1,crowd,19.0,2022-10-22 12:37:11
1,crowd,21.0,2022-10-22 12:37:45
1,crowd,27.0,2022-10-22 12:44:38
1,crowd,20.0,2022-10-22 12:46:28
1,crowd,19.0,2022-10-22 12:47:32
1,crowd,19.0,2022-10-22 12:50:51
1,crowd,28.0,2022-10-22 12:54:18
1,crowd,23.0,2022-10-22 13:00:09
1,crowd,26.0,2022-10-22 13:00:58
1,crowd,27.0,2022-10-22 13:09:14
1,crowd,27.0,2022-10-22 13:09:52
1,crowd,28.0,2022-10-22 13:12:41
1,crowd,19.0,2022-10-22 13:22:20
1,crowd,19.0,2022-10-22 13:22:53
1,crowd,22.0,2022-10-22 13:38:42
1,crowd,21.0,2022-10-22 13:46:20
1,crowd,23.0,2022-10-22 13:48:04
1,crowd,22.0,2022-10-22 13:55:46
1,crowd,21.0,2022-10-22 13:58:35
1,crowd,23.0,2022-10-22 14:13:57
1,crowd,23.0,2022-10-22 14:21:55
1,crowd,18.0,2022-10-22 14:40:15
1,crowd,18.0,2022-10-22 14:45:07
1,crowd,20.0,2022-10-22 14:45:15
1,crowd,18.0,2022-10-22 14:48:38
1,crowd,21.0,2022-10-22 14:58:37
1,crowd,21.0,2022-10-22 14:59:32
1,crowd,24.0,2022-10-22 15:03:41
1,crowd,25.0,2022-10-22 15:07:57
1,crowd,25.0,2022-10-22 15:14:24
1,crowd,25.0,2022-10-22 15:18:17
1,crowd,25.0,2022-10-22 15:19:13
1,crowd,21.0,2022-10-22 15:21:03
1,crowd,19.0,2022-10-22 15:26:19
1,crowd,25.0,2022-10-22 15:26:40
1,crowd,15.0,2022-10-22 15:27:36
1,crowd,20.0,2022-10-22 15:29:44
1,crowd,18.0,2022-10-22 15:37:37
1,crowd,16.0,2022-10-22 15:52:05
1,crowd,20.0,2022-10-22 15:52:41
1,crowd,22.0,2022-10-22 16:03:42
1,crowd,16.0,2022-10-22 16:06:27
1,crowd,16.0,2022-10-22 16:10:28
1,crowd,19.0,2022-10-22 16:13:32
1,crowd,14.0,2022-10-22 16:16:22
1,crowd,17.0,2022-10-22 16:16:48
1,crowd,21.0,2022-10-22 16:30:40
1,crowd,16.0,2022-10-22 16:44:56
1,crowd,19.0,2022-10-22 16:50:40
1,crowd,17.0,2022-10-22 16:56:05
1,crowd,16.0,2022-10-22 16:56:28
1,crowd,22.0,2022-10-22 16:56:33
1,crowd,15.0,2022-10-22 16:56:35
1,crowd,20.0,2022-10-22 16:56:56
1,crowd,15.0,2022-10-22 17:05:17
1,crowd,16.0,2022-10-22 17:09:00
1,crowd,14.0,2022-10-22 17:13:45
1,crowd,18.0,2022-10-22 17:14:09
1,crowd,20.0,2022-10-22 17:19:24
1,crowd,18.0,2022-10-22 17:19:32
1,crowd,16.0,2022-10-22 17:20:21
1,crowd,20.0,2022-10-22 17:27:51
1,crowd,14.0,2022-10-22 17:37:34
1,crowd,16.0,2022-10-22 17:47:58
1,crowd,17.0,2022-10-22 17:57:16
1,crowd,21.0,2022-10-22 17:59:11
1,crowd,21.0,2022-10-22 17:59:33
1,crowd,18.0,2022-10-22 18:01:19
1,crowd,19.0,2022-10-22 18:09:26
1,crowd,24.0,2022-10-22 18:09:43
1,crowd,19.0,2022-10-22 18:27:20
1,crowd,20.0,2022-10-22 18:30:46
1,crowd,20.0,2022-10-22 18:31:29
1,crowd,22.0,2022-10-22 18:37:30
1,crowd,21.0,2022-10-22 18:44:36
1,crowd,24.0,2022-10-22 18:47:36
1,crowd,22.0,2022-10-22 19:00:10
1,crowd,25.0,2022-10-22 19:08:51
1,crowd,27.0,2022-10-22 19:11:20
1,crowd,26.0,2022-10-22 19:12:31
1,crowd,27.0,2022-10-22 19:18:42
1,crowd,30.0,2022-10-22 19:19:15
1,crowd,27.0,2022-10-22 19:19:55
1,crowd,28.0,2022-10-22 19:29:12
1,crowd,29.0,2022-10-22 19:31:05
1,crowd,29.0,2022-10-22 19:40:02
1,crowd,26.0,2022-10-22 19:46:57
1,crowd,29.0,2022-10-22 19:49:30
1,crowd,29.0,2022-10-22 19:54:04
1,crowd,27.0,2022-10-22 19:58:25
1,crowd,29.0,2022-10-22 20:14:52
1,crowd,28.0,2022-10-22 20:15:20
1,crowd,28.0,2022-10-22 20:27:57
1,crowd,30.0,2022-10-22 20:29:52
1,crowd,33.0,2022-10-22 20:31:32
1,crowd,32.0,2022-10-22 20:31:52
1,crowd,31.0,2022-10-22 20:32:50
1,crowd,30.0,2022-10-22 20:40:21
1,crowd,33.0,2022-10-22 20:42:40
1,crowd,22.0,2022-10-22 20:47:26
1,crowd,28.0,2022-10-22 20:52:51
1,crowd,32.0,2022-10-22 21:00:19
1,crowd,32.0,2022-10-22 21:13:37
1,crowd,23.0,2022-10-22 21:13:43
1,crowd,27.0,2022-10-22 21:34:48
1,crowd,21.0,2022-10-22 21:36:59
1,crowd,18.0,2022-10-22 21:45:17
1,crowd,21.0,2022-10-22 21:47:48
1,crowd,18.0,2022-10-22 21:50:12
1,crowd,16.0,2022-10-22 21:54:23
1,crowd,25.0,2022-10-22 21:55:57
1,crowd,22.0,2022-10-22 22:00:36
1,crowd,15.0,2022-10-22 22:02:20
1,crowd,21.0,2022-10-22 22:06:28
1,crowd,19.0,2022-10-22 22:12:32
1,crowd,22.0,2022-10-22 22:14:37
1,crowd,14.0,2022-10-22 22:16:48
1,crowd,20.0,2022-10-22 22:20:26
1,crowd,13.0,2022-10-22 22:22:33
1,crowd,14.0,2022-10-22 22:22:43
1,crowd,13.0,2022-10-22 22:27:10
1,crowd,19.0,2022-10-22 22:28:11
1,crowd,14.0,2022-10-22 22:30:30
1,crowd,18.0,2022-10-22 22:34:05
1,crowd,17.0,2022-10-22 22:48:59
1,crowd,15.0,2022-10-22 22:52:18
1,crowd,12.0,2022-10-22 23:12:14
1,crowd,9.0,2022-10-22 23:15:35
1,crowd,9.0,2022-10-22 23:18:15
1,crowd,11.0,2022-10-22 23:23:08
1,crowd,8.0,2022-10-22 23:26:17
1,crowd,9.0,2022-10-22 23:27:17
1,crowd,9.0,2022-10-22 23:29:55
1,crowd,8.0,2022-10-22 23:30:58
1,crowd,6.0,2022-10-22 23:51:09
1,crowd,6.0,2022-10-22 23:51:20
1,crowd,6.0,2022-10-23 00:01:57
1,crowd,6.0,2022-10-23 00:02:30
1,crowd,4.0,2022-10-23 00:12:04
1,crowd,0.0,2022-10-23 00:18:01
1,crowd,0.0,2022-10-23 00:21:43
1,crowd,0.0,2022-10-23 00:28:36
1,crowd,0.0,2022-10-23 00:30:09
1,crowd,0.0,2022-10-23 00:30:18
1,crowd,0.0,2022-10-23 00:33:49
1,crowd,0.0,2022-10-23 00:36:40
1,crowd,0.0,2022-10-23 00:43:14
1,crowd,0.0,2022-10-23 00:49:46
1,crowd,0.0,2022-10-23 01:03:57
1,crowd,0.0,2022-10-23 01:13:48
1,crowd,0.0,2022-10-23 01:14:08
1,crowd,0.0,2022-10-23 01:16:14
1,crowd,0.0,2022-10-23 01:22:42
1,crowd,0.0,2022-10-23 01:23:41
1,crowd,0.0,2022-10-23 01:24:01
1,crowd,0.0,2022-10-23 01:27:37
1,crowd,0.0,2022-10-23 01:27:51
1,crowd,0.0,2022-10-23 01:31:19
1,crowd,0.0,2022-10-23 01:39:22
1,crowd,0.0,2022-10-23 01:42:39
1,crowd,0.0,2022-10-23 01:45:05
1,crowd,0.0,2022-10-23 01:45:42
1,crowd,0.0,2022-10-23 01:48:03
1,crowd,0.0,2022-10-23 01:49:14
1,crowd,0.0,2022-10-23 01:54:00
1,crowd,0.0,2022-10-23 01:55:01
